id,_record_active,Org Name,Org ABN,Org Main Phone,Org Website,Org Industry,Org Addr Street 1,Org Addr Street 2,Org Addr Suburb,Org Addr State,Org Addr PC,Org Addr Country,Org Addr Postal Street 1,Org Addr Postal Street 2,Org Addr Postal Suburb,Org Addr Postal State,Org Addr Postal PC,Org Addr Postal Country,Org Addr for Invoice,Org Group Status,Org Group Parent,Org Group Parent ID,Org ActiveStatus,Org Business Search Words
1281,1,Zynke Design,,08-8363-2720,www.zynke.com.au,Professional services,2/27 Beulah Road,,Norwood,SA,5067,Australia,2/27 Beulah Road,,Norwood,SA,5067,Australia,,,,,Active,
3052,1,AMP Financial Planning - SA,,13-0030-0651,,Financial services,,,,SA,5000,Australia,,,,SA,5000,Australia,,,,,Active,
3053,1,AMP Financial Planning - Victoria,,13-0030-0651,,Financial services,,,,VIC,3000,Australia,,,,VIC,3000,Australia,,,,,Active,
3073,1,Apple - Sydney,,02-8083-9403,,Retailing,367 George Street,,Sydney,NSW,2000,Australia,367 George Street,,Sydney,NSW,2000,Australia,,,,,Active,
3119,1,Australian Taxation Office - Waymouth,,08-7422-2119,,Government (inc Local),91 Waymouth Street,,Adelaide,SA,5000,Australia,91 Waymouth Street,,Adelaide,SA,5000,Australia,,,,,Active,
3152,1,The Westpac Group - Adelaide,,08-8230-2153,www.westpac.com.au,Bank,"Level 19, Westpac House",91 King William Street,Adelaide,SA,5000,Australia,"Level 19, Westpac House",91 King William Street,Adelaide,SA,5000,Australia,,,,,Active,
3342,1,Deloitte Australia - Adelaide,,08-8407-7208,www.deloitte.com.au,Financial services,Level 17,11 Waymouth Street,Adelaide,SA,5000,Australia,Level 17,11 Waymouth Street,Adelaide,SA,5000,Australia,,,,,Active,
3394,1,Elders Financial Planning - Port Augusta,,08-8642-2512,www.eldersrealestate.com.au/,Financial services,18 Mackay Street,,PORT AUGUSTA,SA,5700,Australia,18 Mackay Street,,PORT AUGUSTA,SA,5700,Australia,,,,,Active,
3395,1,Elders Financial Planning - Norwood,,08-8333-0733,,Financial services,56 Kensington Road,,Rose Park,SA,5067,Australia,56 Kensington Road,,Rose Park,SA,5067,Australia,,,,,Active,
3396,1,Elders Financial Planning - Unley,,,,Financial services,20 George Street,,Unley Park,SA,5061,Australia,20 George Street,,Unley Park,SA,5061,Australia,,,,,Active,
3456,1,Fitzpatricks Dealer Group Pty Ltd - NSW,,,,Financial services,Level 19,2 Market Street,Sydney,NSW,2000,Australia,Level 19,2 Market Street,Sydney,NSW,2000,Australia,,,,,Active,
3516,1,Hall Chadwick - Adelaide,,08-8364-3322,,Financial services,Level 21,25 Grenfell Street,Adelaide,SA,5000,Australia,Level 21,25 Grenfell Street,Adelaide,SA,5000,Australia,,,,,Active,"Accounting
Insolvency"
3662,1,KPMG - Adelaide,,08-8236-3133,,Financial services,151 Pirie Street,,Adelaide,SA,5000,Australia,151 Pirie Street,,Adelaide,SA,5000,Australia,,,,,Active,
3691,1,Letcher & Moroney - Streaky Bay,,08-8626-1005,,Financial services,31 Alfred Terrace,,Streaky Bay,SA,5680,Australia,31 Alfred Terrace,,Streaky Bay,SA,5680,Australia,,,,,Active,
3721,1,Macquarie Bank - Adelaide,,08-8203-0204,www.macquarieprivatewealth.com.au,Bank,Level 2,151 Pirie Street,Adelaide,SA,5000,Australia,Level 2,151 Pirie Street,Adelaide,SA,5000,Australia,,,,,Active,
3838,1,National Australia Bank Limited - George St,,02-8837-1737,,Bank,Level 1,28 George Street,Parramatta,NSW,2150,Australia,Level 1,28 George Street,Parramatta,NSW,2150,Australia,,,,,Active,
3839,1,National Australia Bank Limited - Adelaide,,08-8130-2653,,Bank,33 Rundle Street,,Kent Town,SA,5067,Australia,33 Rundle Street,,Kent Town,SA,5067,Australia,,,,,Active,
3840,1,National Australia Bank Limited - Marrickville,,02-8594-8410,,Bank,85-95 Marrickville Road,,Marrickville,NSW,2204,Australia,85-95 Marrickville Road,,Marrickville,NSW,2204,Australia,,,,,Active,
3841,1,BW Financial Advice Ltd,,,www.bwfinancialadvice.com.au,Financial services,Level 16,45 Clarence Street,Sydney,NSW,2000,Australia,Level 16,45 Clarence Street,Sydney,NSW,2000,Australia,,,,,Active,
3843,1,The Web Showroom,,18-0098-1442,www.thewebshowroom.com.au,Professional services,137 Devonshire Street,,Surry Hills,NSW,2010,Australia,137 Devonshire Street,,Surry Hills,NSW,2010,Australia,,,,,Active,
3845,1,Symond Legal,,02-9743-4763,,Professional services,Suite 15,103 George Street,Parramatta,NSW,2150,Australia,Suite 15,103 George Street,Parramatta,NSW,2150,Australia,,,,,Active,
3847,1,Copy with Cream,,,www.copywithcream.com.au,Professional services,PO Box 660,,Brighton,SA,5048,Australia,PO Box 660,,Brighton,SA,5048,Australia,,,,,Active,
3850,1,Trim Photography,,,www.trimphotography.net,Professional services,,,,,,,,,,,,,,,,,Active,
3852,1,Whitham & Couchman Pty Ltd,,08 85532017,,Financial services,PO Box 95,,Kingscote,SA,5223,Australia,PO Box 95,,Kingscote,SA,5223,Australia,,,,,Active,
3854,1,Northcroft (Australia) Pty Ltd,,02-9909-0000,northcroft.asia,Professional services,Suite 109,40 Yeo Street,Neutral Bay,NSW,2089,Australia,Suite 109,40 Yeo Street,Neutral Bay,NSW,2089,Australia,,,,,Active,
3856,1,P N Black Management Services Pty Ltd,,,,Professional services,1st Floor Centrepoint Building,54 Hartley Street,ALICE SPRINGS,NT,871,Australia,1st Floor Centrepoint Building,54 Hartley Street,ALICE SPRINGS,NT,871,Australia,,,,,Active,
3857,1,Lokan Nominees Pty Ltd,,,,Manufacturing,"Lot 9, 500 Churchill Road",,Kilburn,SA,5084,,"Lot 9, 500 Churchill Road",,Kilburn,SA,5084,,,,,,Active,
3858,1,Lokan Investments Pty Ltd,,,,Financial services,"Lot 9, 500 Churchill Road",,Kilburn,SA,5084,,"Lot 9, 500 Churchill Road",,Kilburn,SA,5084,,,,,,Active,
3859,1,Direct Project Services Pty Ltd,,08-8267-4066,www.directprojectservices.com.au,Building and construction,C/- Letcher & Moroney Chartered Accountants,46 Greenhill Road,Wayville,SA,5034,,C/- Letcher & Moroney Chartered Accountants,46 Greenhill Road,Wayville,SA,5034,,,,,,Active,
3861,1,Perkins Fahey,,02-8244-6800,www.perkinsfahey.com,Professional services,"Suite 3, Level 1",2 Barrack Street,Sydney,NSW,2000,Australia,"Suite 3, Level 1",2 Barrack Street,Sydney,NSW,2000,Australia,,Parent,Perkins Fahey,3861,Active,
3862,1,Aspect Business Psychologist & Consultants,,,,Medical and related services,Level 1,1 Chandos Street,St Leonards,NSW,2065,Australia,Level 1,1 Chandos Street,St Leonards,NSW,2065,Australia,,Parent,aspect Business Psychologist & Consultants,3862,Active,
3863,1,Elevate Financial Solutions,,02-9635-0911,,Financial services,Suite 63,2 O'Connell Street,Westfield Parramatta,NSW,2150,Australia,Suite 63,2 O'Connell Street,Westfield Parramatta,NSW,2150,Australia,,Parent,Elevate Financial Solutions,3863,Active,
3864,1,Tax Assure,,02-9225-0820,,Professional services,"Level 15, 45 Clarence Street",,Sydney,NSW,2000,Australia,"Level 15, 45 Clarence Street",,Sydney,NSW,2000,Australia,Street,Parent,Tax Assure,3864,Active,
3865,1,M & J Bressington Trust,,,,Trust/ trustee,"care of Letcher & Moroney, ",46 Greenhill Road,Wayville,SA,5034,,"care of Letcher & Moroney, ",46 Greenhill Road,Wayville,SA,5034,,,,,,Active,
3867,1,Accent Ventilation,,02-9426-3777,www.accentventilation.com.au,Building and construction,2/9 Garner Place,,Ingleburn,NSW,2565,Australia,2/9 Garner Place,,Ingleburn,NSW,2565,Australia,,Parent,Accent Ventilation,3867,Active,
3868,1,Lincoln Engineers Pty Ltd,,,,Engineering,"Care of Robert Shepherd, Merchant Accounting",193 West Terrace,Adelaide,SA,5000,,"Care of Robert Shepherd, Merchant Accounting",193 West Terrace,Adelaide,SA,5000,,,Parent,Lincoln Engineers Pty Ltd,3868,Active,
3869,1,Loom Wine Group,,08-8323-8623,www.loomwine.com,Wine and viticulture,200 Chalk Hill Road,,McLaren Vale,SA,5171,Australia,200 Chalk Hill Road,,McLaren Vale,SA,5171,Australia,,Parent,Loom Wine Group,3869,Active,
3870,1,Mulhern's Waste Oil Removal Pty. Limited,,08-8244-4077,www.mulhernwaste.com.au,Retailing,PO Box 2561,,Dry Creek,SA,5094,Australia,PO Box 2561,,Dry Creek,SA,5094,Australia,,Parent,Mulhern's Waste Oil Removal Pty. Limited,3870,Active,
3871,1,Morgan Stanley Wealth Management,,,,Financial services,Level 6,115 Grenfell Street,Adelaide,SA,5000,Australia,Level 6,115 Grenfell Street,Adelaide,SA,5000,Australia,,Parent,Morgan Stanley Wealth Management,3871,Active,
3872,1,Fairfield Industries Pty Ltd,,,,Transport and logistics,PO Box 9878,,Mount  Gambier West,SA,5291,,PO Box 9878,,Mount  Gambier West,SA,5291,,,Subsidiary/Division,Ray Scott Group,,Active,
3877,1,Alexander Botten & Associates,,08-8232-0677,,Professional services,162 Flinders Street,,ADELAIDE,SA,5000,Australia,162 Flinders Street,,ADELAIDE,SA,5000,Australia,,,,,Active,
3878,1,PBM Pty Ltd trading as Point Blank Medical,,,www.pointblankmedical.com.au,Medical and related services,"F12, 1-15 Barr Street",,Balmain,NSW,2041,Australia,"F12, 1-15 Barr Street",,Balmain,NSW,2041,Australia,,Parent,PBM Pty Ltd trading as Point Blank Medical,3878,Active,
3879,1,Origin Securities Pty Limited,,02-9241-7600,,Financial services,,,,NSW,,,,,,NSW,,,,Parent,Origin Securities Pty Limited,3879,Active,
3880,1,Ceduna Community Hotel Limited,,08-8625-2008,,Hospitality,32 O'Loughlin Terrace,,Ceduna,SA,5690,Australia,32 O'Loughlin Terrace,,Ceduna,SA,5690,Australia,,Parent,Ceduna Community Hotel Limited,3880,Active,
3881,1,Technoweld Pty Ltd,,,www.technoweld.com.au,Manufacturing,PO Box 1061,,Golden Grove,SA,5125,Australia,PO Box 1061,,Golden Grove,SA,5125,Australia,,Parent,Technoweld Pty Ltd,3881,Active,
3882,1,Swyper,,,,Information technology,"C/- Dominika Piotrowska, Ernst & Young, 121 King William Street",,Adelaide,SA,5000,,"C/- Dominika Piotrowska, Ernst & Young, 121 King William Street",,Adelaide,SA,5000,,,Parent,,,Active,
3883,1,Benwest Investment Services,,02-9659-4599,www.benwest.com,Financial services,PO Box 7618,,Baulkham Hills BC,NSW,2153,,PO Box 7618,,Baulkham Hills BC,NSW,2153,,,Parent,Benwest Investment Services,3883,Active,
3884,1,Utilis Australia Pty Ltd,,08-8277-0222,,Manufacturing,PO Box 145,,Daw Park,SA,5041,,PO Box 145,,Daw Park,SA,5041,,,Parent,,,Active,
3885,1,Adelaide City General Practice,,08-8410-1322,,Medical and related services,Level 2,28 King William Street,Adelaide,SA,5000,,Level 2,28 King William Street,Adelaide,SA,5000,,,Parent,Adelaide City General Practice,3885,Active,
3886,1,WebEdge Marketing,,08-8172-1617,www.webedgemarketing.com.au,Marketing,Level 1,82 King William Road,Goodwood,SA,5034,Australia,Level 1,82 King William Road,Goodwood,SA,5034,Australia,,Parent,WebEdge Marketing,3886,Active,
3887,1,Deckque Pty Ltd atf The Swagmans Unit Trust,,,,Trust/ trustee,R J C Evans & Co Pty Ltd,116 Greenhill Road,Unley,SA,5061,,R J C Evans & Co Pty Ltd,116 Greenhill Road,Unley,SA,5061,,,Parent,Deckque Pty Ltd atf The Swagmans Unit Trust,3887,Active,
3888,1,Queen Street Cafe,,04-2409-9592,,Restaurant - Adelaide,12 Elizabeth Street,,Croydon,SA,5008,,12 Elizabeth Street,,Croydon,SA,5008,,,Parent,Queen Street Cafe,3888,Active,
3889,1,Ministry of Clouds,,,http://www.ministryofclouds.com.au/,Wine and viticulture,39A Wakefield Street,,Kent Town,SA,5067,,39A Wakefield Street,,Kent Town,SA,5067,,,Parent,Ministry of Clouds,3889,Active,
3890,1,Wakefield Medical Centre,,08-8223-5671,,Medical and related services,Brayhouse,60 Hutt Street,Adelaide,SA,5000,,Brayhouse,60 Hutt Street,Adelaide,SA,5000,,,Parent,Wakefield Medical Centre,3890,Active,
3891,1,Visible Temporary Fencing,,13-0076-6097,,Building and construction,208 Prospect Road,,Prospect,SA,5082,,208 Prospect Road,,Prospect,SA,5082,,,Parent,Visible Temporary Fencing,3891,Active,
3892,1,Connor's Farm,,04-1444-1542,,Farming and agriculture,PO Box 2250,,McLaren Vale,SA,5171,,PO Box 2250,,McLaren Vale,SA,5171,,,Parent,Connor's Farm,3892,Active,
3893,1,Disability Recreation & Sports SA,,08-8234-1533,www.drssa.org.au,Medical and related services,314 South Road,,Richmond,SA,5033,,314 South Road,,Richmond,SA,5033,,,Parent,Disability Recreation & Sports SA,3893,Active,
3894,1,Tri-Quote Law,,,,Professional services,"Care of Mauro Cutone, MC Accounting",92 Rundle Street,Kent Town,SA,5067,Australia,"Care of Mauro Cutone, MC Accounting",92 Rundle Street,Kent Town,SA,5067,Australia,Street,Parent,Tri-Quote Law,3894,Active,Website for linking family law firms with the public user who is seeking family law advice and assistance. 
3895,1,DE Deal & Sons Pty Ltd,,,,Building and construction,,,,,,,,,,,,,,Parent,DE Deal & Sons Pty Ltd,3895,Active,
3896,1,Langton Associates,,04-0216-4204,,Professional services,5/120 Spit Road,,Mosman,NSW,2088,,5/120 Spit Road,,Mosman,NSW,2088,,,Parent,Langton Associates,3896,Active,IPAC
3897,1,City of Playford,,08-8256-0150,www.playford.sa.gov.au,Government (inc Local),Accounts Payable,12 Bishopstone Street,Davoren Park,SA,5113,,Accounts Payable,12 Bishopstone Street,Davoren Park,SA,5113,,Street,Parent,City of Playford,3897,Active,
3898,1,Chameleon Future Investments Pty Ltd,,,,Financial services,237 Humevale Road,,Humevale,VIC,3757,,237 Humevale Road,,Humevale,VIC,3757,,,Parent,Chameleon Future Investments Pty Ltd,3898,Active,
3899,1,Snell & Wilmer LLP,,1117144277442,www.swlaw.com,Professional services,600 Anton Boulevard,14th Floor,Costa Mesa,California,92626-7689,United States of America,600 Anton Boulevard,14th Floor,Costa Mesa,California,92626-7689,United States of America,,Parent,Snell & Wilmer LLP,3899,Active,US attorney
3900,1,DE Seal & Sons Pty Ltd,,83469833,,Manufacturing,11 Richard Street,,Hindmarsh,SA,5007,,11 Richard Street,,Hindmarsh,SA,5007,,,Parent,DE Seal & Sons Pty Ltd,3900,Active,Carpet & Carpet Tiles Wholesalers
3902,1,Fundamental Financial Planning Pty Ltd,,07-3366-9558,www.fundamentalfp.com.au,Financial services,PO Box 2033,,Ashgrove West,QLD,4060,,PO Box 2033,,Ashgrove West,QLD,4060,,,Parent,Fundamental Financial Planning Pty Ltd,3902,Active,Financial planning
3903,1,Piotto Bros Cement Flooring Pty Ltd,,08-8337-6511,,Building and construction,PO Box 3046,,Newton,SA,5074,,PO Box 3046,,Newton,SA,5074,,,Parent,Piotto Bros Cement Flooring Pty Ltd,3903,Active,
3904,1,Piotto Interiors Pty Ltd,,04-1883-6057,,Building and construction,PO Box 3046,,Newton,SA,5074,,PO Box 3046,,Newton,SA,5074,,,Parent,Piotto Interiors Pty Ltd,3904,Active,
3905,1,Gaetjens Langley,,08-8364-5600,www.wineryforsale.com.au,Professional services,185 Fullarton Road,,Dulwich,SA,5065,,185 Fullarton Road,,Dulwich,SA,5065,,,Parent,Gaetjens Langley,3905,Active,
3906,1,Ray Scott Group,,87257940,,Transport and logistics,PO Box 9878,,Mount Gambier West,SA,5291,,PO Box 9878,,Mount Gambier West,SA,5291,,,Parent,Ray Scott Group,3906,Active,
3907,1,H.I.Lighting SA Pty Ltd,,08-8304-8500,,Building and construction,8 Hender Avenue,,Magill,SA,5072,,8 Hender Avenue,,Magill,SA,5072,,,Parent,H.I.Lighting SA Pty Ltd,3907,Active,
3908,1,Perpetual Private - Melbourne,,03-9665-0258,www.perpetual.com.au,Financial services,"Level 35, Rialto Towers",525 Collins Street,Melbourne,VIC,3000,Australia,"Level 35, Rialto Towers",525 Collins Street,Melbourne,VIC,3000,Australia,,Parent,Perpetual Private - Melbourne,3908,Active,
3911,1,Bray & Associates,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3912,1,TravelManagers,,,,Travel agent,,,,,,,,,,,,,,Parent,,,Active,
3913,1,Kelly Hazell Quill Lawyers Adelaide,,,,Professional services,,,,,,,,,,,,,,Parent,,,Active,
3914,1,Forrisk Chartered Accountants,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3915,1,Jumio Inc.,,,,Information technology,,,,,,,,,,,,,,Parent,,,Active,
3916,1,Blue Mountains Meals on Wheels,,,,Medical and related services,,,,,,,,,,,,,,Parent,,,Active,
3917,1,Sherlock Geldens Financial Consulting Pty Limited,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3918,1,Swipezy.com,,,,Information technology,,,,,,,,,,,,,,Parent,Swipezy.com,3918,Active,
3919,1,Caveo Partners,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3920,1,ANZ,,,,Bank,,,,,,,,,,,,,,Parent,,,Active,
3921,1,ADMA,,,,Industry Association,,,,,,,,,,,,,,Parent,,,Active,
3922,1,Zadel Property Education,,,,Building and construction,,,,,,,,,,,,,,Parent,,,Active,
3923,1,Willunga Basin Water Company Pty Ltd,,,,Government (inc Local),,,,,,,,,,,,,,Parent,,,Active,
3925,1,Real Estate Virtual Assistants - REVA,,,,Real estate/ property developer,,,,,,,,,,,,,,Parent,,,Active,
3926,1,Beta Tute,,,,Education/ training provider,,,,,,,,,,,,,,Parent,,,Active,
3927,1,South Australian National Football League,,,,Entertainment,,,,,,,,,,,,,,Parent,,,Active,
3928,1,Serviced Office Association of Australia (SOAA),,,,Industry Association,,,,,,,,,,,,,,Parent,,,Active,
3929,1,EPiServer APAC,,,,Information technology,,,,,,,,,,,,,,Parent,,,Active,
3930,1,Wealth Know How,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3931,1,The Investment Stylist,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3932,1,Belperio Clark Lawyers,,,,Professional services,,,,,,,,,,,,,,Parent,,,Active,
3933,1,PayPal,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3934,1,Artis Group,,,,Information technology,,,,,,,,,,,,,,Parent,,,Active,
3935,1,Qantas,,,,Aviation,,,,,,,,,,,,,,Parent,,,Active,
3936,1,LINK Valuations,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3937,1,U & D Mining,,,,Mining,,,,,,,,,,,,,,Parent,,,Active,
3938,1,Oracle,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3939,1,Clifton Advisory,,,,Professional services,,,,,,,,,,,,,,Parent,,,Active,
3940,1,Butler & Butler Investment Services P/L,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3941,1,American Patriot Oil and Gas,,,,Mining,,,,,,,,,,,,,,Parent,,,Active,
3942,1,dVT Group,,02-9633-3333,https://www.dvtgroup.com.au/contact-dvt/,Professional services,Level 2,151 Macquarie Street,Sydney,NSW,2000,Australia,PO Box 218,,Parramatta,NSW,2124,Australia,Postal,Parent,,,Active,
3943,1,Onepgr.com,,,,Information technology,,,,,,,,,,,,,,Parent,,,Active,
3944,1,Max Cranes,,,,Building and construction,,,,,,,,,,,,,,Parent,,,Active,
3945,1,Hood Sweeney,,,,Financial services,,,,,,,PO Box 10517,,Adelaide BC,SA,5000,Australia,Postal,Parent,,,Active,
3946,1,Duct Australia PTY LTD,,,,Manufacturing,,,,,,,,,,,,,,Parent,,,Active,
3947,1,Timpetra Resources,,,,Farming and agriculture,,,,,,,,,,,,,,Parent,,,Active,
3948,1,Infoxchange,,,,Not-for-profit and Charities,,,,,,,,,,,,,,Parent,,,Active,
3949,1,Benchmark Business & Commercial Sales,,,,Professional services,,,,,,,,,,,,,,Parent,,,Active,
3950,1,Coraggio Pty Ltd,,,,Professional services,,,,,,,,,,,,,,Parent,,,Active,
3951,1,Oreon Partners Pty Ltd,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3952,1,ECI Journeys,,,,Tourism,,,,,,,,,,,,,,Parent,,,Active,
3953,1,AAMLP Australasian Association of Medico Legal Providers,,,,Industry Association,,,,,,,,,,,,,,Parent,,,Active,
3954,1,Elm Reinvest Pty Ltd,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3956,1,ipac south australia,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3957,1,Prescott Securities,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3958,1,Charles Sturt University,,,,Education/ training provider,,,,,,,,,,,,,,Parent,,,Active,
3959,1,MLR Investments Pty Ltd,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3960,1,Cheever Investment Group Holdings,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3962,1,WindChill Consulting,,,,Professional services,,,,,,,,,,,,,,Parent,,,Active,
3963,1,DW Fox Tucker,,,,Professional services,,,,,,,,,,,,,,Parent,,,Active,
3964,1,Focus Property Home Loans,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3965,1,"Inner West Accountants Discussion Group - Five Dock, Sydney",,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3966,1,TCorp,,,,Government (inc Local),,,,,,,,,,,,,,Parent,,,Active,
3967,1,Presbyterian Ladies' College,,,,Education/ training provider,,,,,,,,,,,,,,Parent,,,Active,
3968,1,PKF Lawler Sydney & Newcastle,,,,Professional services,,,,,,,,,,,,,,Parent,,,Active,
3970,1,DWS,,,,Information technology,,,,,,,,,,,,,,Parent,,,Active,
3971,1,University of Wollongong,,,www.uow.edu.au,Education/ training provider,By Email: sking@uow.edu.au,,,,,,,,,,,,,Parent,,,Active,
3972,1,Philo Capital Advisers Pty Ltd,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3973,1,Inksplat Studios,,,,Retailing,,,,,,,,,,,,,,Parent,,,Active,
3974,1,Burgess Paluch Legal Recruitment,,,,Labour hire/ outsourcing,,,,,,,,,,,,,,Parent,,,Active,
3977,1,Sue Sharpe Marketing Consultancy,,,,Marketing,,,,,,,,,,,,,,Parent,,,Active,
3978,1,Diamond Conway Lawyers,,,,Professional services,,,,,,,,,,,,,,Parent,,,Active,
3979,1,thomson playford cutlers,,,,Professional services,,,,,,,,,,,,,,Parent,,,Active,
3980,1,Life Star Financial Planners,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3981,1,Development Capital Partners Pty Ltd,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3983,1,Sovereign Private,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3984,1,MultiRational Limited,,,,Labour hire/ outsourcing,,,,,,,,,,,,,,Parent,,,Active,
3985,1,Smartz Pty Ltd,,,,*,,,,,,,,,,,,,,Parent,,,Active,
3986,1,Roe's Financial Services,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3987,1,Herbert Smith Freehills,,,,Professional services,,,,,,,,,,,,,,Parent,,,Active,
3988,1,Healthcare Capital Management,,,,Medical and related services,,,,,,,,,,,,,,Parent,Healthcare Capital Management,3988,Active,
3989,1,Geewizauctions.com Pty Ltd,,,,Professional services,,,,,,,,,,,,,,Parent,,,Active,
3993,1,Glencore Grain Pty Ltd and Viterra Ltd,,,,Farming and agriculture,,,,,,,,,,,,,,Parent,,,Active,
3994,1,Wright Evans Partners Pty Ltd,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3995,1,Four Seasons Fresh Produce,,,,Retailing,,,,,,,,,,,,,,Parent,,,Active,
3996,1,Halstead Financial Services  Pty Ltd,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
3997,1,Australian Renewable Energy Agency (ARENA),,,,Government (inc Local),,,,,,,,,,,,,,Parent,,,Active,
3998,1,Seymour and Associates Pty Limited,,,,Personal Services,,,,,,,,,,,,,,Parent,,,Active,
3999,1,Small Myers Hughes,,,,Professional services,,,,,,,,,,,,,,Parent,,,Active,
4000,1,ActiveDocs Limited,,,,Information technology,,,,,,,,,,,,,,Parent,,,Active,
4001,1,GEMS Event Management,,,,Professional services,,,,,,,,,,,,,,Parent,,,Active,
4002,1,Weiser Solutions,,,,Manufacturing,,,,,,,,,,,,,,Parent,,,Active,
4003,1,Aus Tin Mining Limited,,,,Mining,,,,,,,,,,,,,,Parent,,,Active,
4004,1,Blue Sky Alternatives Access Fund Limited,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
4005,1,Melaleuca,,,,Medical and related services,,,,,,,,,,,,,,Parent,,,Active,
4006,1,CA Financial Services Group,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
4008,1,Zumesoft,,,,Information technology,,,,,,,,,,,,,,Parent,,,Active,
4009,1,TYP Strategies Pty Limited,,,,Trust/ trustee,,,,,,,,,,,,,,Parent,,,Active,
4010,1,National Australia Bank (NAB Business Banking) - Adelaide North,,08-8243-8903,,Bank, 491-499 South Road,,Regency Park,SA,5010,, 491-499 South Road,,Regency Park,SA,5010,,,Parent,National Australia Bank (NAB Business Banking) - Adelaide North,4010,Active,
4011,1,Talent International,,,,Labour hire/ outsourcing,,,,,,,,,,,,,,Parent,,,Active,
4012,1,DFK Australia New Zealand,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
4013,1,Life Plan FP Pty Limited,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
4014,1,Sam Christodoulou Property Valuer Consultant,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
4015,1,City of Holdfast Bay,,,,Government (inc Local),,,,,,,,,,,,,,Parent,,,Active,
4016,1,MTEX Health,,,,Medical and related services,,,,,,,,,,,,,,Parent,MTEX Health,4016,Active,
4017,1,nem Australasia,,,,Professional services,,,,,,,,,,,,,,Parent,,,Active,
4018,1,Halifax International Pty. Ltd.,,,,Transport and logistics,,,,,,,,,,,,,Street,Parent,Halifax International Pty. Ltd.,4018,Active,
4019,1,Kinetic Business Solutions,,,,Labour hire/ outsourcing,,,,,,,,,,,,,,Parent,,,Active,
4020,1,Fitzpatricks,,,,Real estate/ property developer,,,,,,,,,,,,,,Parent,,,Active,
4021,1,Vanzella Graphic Design,,,,Marketing,,,,,,,,,,,,,,Parent,,,Active,
4022,1,Richard A Bobb Chartered Accountants,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
4023,1,Jocon (SA) Pty Ltd,,,,Building and construction,,,,,,,,,,,,,,Parent,,,Active,
4024,1,BankSA,,,,Bank,,,,,,,,,,,,,,Parent,,,Active,
4025,1,ICOMIA,,,,Industry Association,,,,,,,,,,,,,,Parent,,,Active,
4026,1,PKF Lawler,,,,Professional services,,,,,,,,,,,,,,Parent,,,Active,
4027,1,Oryx People,,,,Labour hire/ outsourcing,,,,,,,,,,,,,,Parent,,,Active,
4030,1,Advisory Committee on Complementary Medicines (ACCM),,,,Medical and related services,,,,,,,,,,,,,,Parent,,,Active,
4031,1,Visionvantage Corporation,,,,*,,,,,,,,,,,,,,Parent,,,Active,
4032,1,CSIRO Process Science and Engineering,,,www.csiro.au,Education/ training provider,CSIRO Process Science and Engineering,Locked Bag 2005,Kirawee,NSW,2232,Australia,CSIRO Process Science and Engineering,Locked Bag 2005,Kirawee,NSW,2232,Australia,,Parent,CSIRO Process Science and Engineering,4032,Active,
4033,1,Denali Venture Partners,,,,Professional services,Suite 303,105 Pitt Street,Sydney,NSW,2000,Australia,Suite 303,105 Pitt Street,Sydney,NSW,2000,Australia,Street,Parent,Denali Venture Partners,4033,Active,"Venture capital
United States of America"
4034,1,Standard Ledger,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
4035,1,Anderson Planners Pty Ltd,,,,Financial services,,,,,,,,,,,,,,Parent,,,Active,
