ID,InvoiceID_Fk,Payment Date,Payment Amount,Payment Method
1477,3363,26/07/2016,343,bpay
1478,3351,26/07/2016,330,eft
1479,3257,26/07/2016,660,eft
1480,3392,27/07/2016,421.5,bpay
1481,3328,27/07/2016,825,eft
1482,3400,27/07/2016,1650,eft
1483,3354,28/07/2016,1332.74,Credit card
1484,3355,28/07/2016,3460,eft
1485,3368,28/07/2016,396,eft
1486,3356,28/07/2016,1605.45,eft
1487,3232,28/07/2016,987.03,eft
1488,3401,29/07/2016,550,Credit card
1489,3361,01/08/2016,440,bpay
1490,3389,01/08/2016,660,eft
1491,3263,03/08/2016,4000,bpay 
1492,3346,03/08/2016,330,bpay
1493,3387,03/08/2016,231,bpay
1494,3348,02/08/2016,2860,eft
1495,3369,02/08/2016,1287,eft
1496,3349,03/08/2016,1100,BPay
1497,3375,03/08/2016,220,Bpay
1498,3409,03/08/2016,660,eft
1499,3337,03/08/2016,396,eft
1500,3102,04/08/2016,660,cheque
1501,3324,04/08/2016,2500,eft
1502,3416,04/08/2016,721.36,bpay
1503,3352,08/08/2016,1919.5,bpay
1504,3329,05/08/2016,226.8,eft
1505,3295,05/08/2016,717.2,eft
1506,3319,05/08/2016,1563,eft
1507,3397,05/08/2016,3386.9,Credit card
1508,3324,05/08/2016,2500,eft
1509,3309,28/07/2016,495,eft
1510,3380,29/07/2016,2368,Credit card
1511,3353,28/07/2016,440,credit card
1512,3393,01/08/2016,2860,credit card
1513,3289,29/07/2016,1496,credit card
1514,3373,29/07/2016,440,credit card
1515,3291,30/06/2016,4026,credit card
1516,3259,30/06/2016,693,eft
1517,3296,09/08/2016,1218.5,bpay
1518,3334,08/08/2016,4202,eft
1519,3324,08/08/2016,2500,eft
1520,3419,09/08/2016,990,eft
1521,3366,09/08/2016,3809,eft
1522,3439,10/08/2016,264,Credit card
1523,3282,11/08/2016,2750,Credit card
1524,3283,11/08/2016,660,Credit card
1525,3376,10/08/2016,1568.8,bpay
1526,3395,10/08/2016,3487.55,bpay
1527,3445,11/08/2016,57.64,Credit card
1528,3402,10/08/2016,2101,bpay
1530,3403,11/08/2016,990,Credit card
1531,3360,11/08/2016,1837.6,cheque
1532,3324,10/08/2016,2500,eft
1533,2959,11/08/2016,3300,bpay
1534,3125,11/08/2016,3300,bpay
1535,3381,11/08/2016,1459,bpay
1536,3209,11/08/2016,1320,eft
1537,3378,11/08/2016,1879.18,eft
1538,3420,12/08/2016,440,bpay
1539,3360,12/08/2016,1186,trust
1540,3324,12/08/2016,2500,eft
1541,3417,15/08/2016,5551.15,eft
1542,3437,16/08/2016,1109,Credit card
1543,3378,15/08/2016,1879.18,eft
1544,3378,15/08/2016,-0.01,rounding
1545,3410,15/08/2016,909,eft
1546,3411,15/08/2016,1182,eft
1547,3470,26/08/2016,990,bpay
1548,2996,22/08/2016,2313.3,bpay
1549,3422,19/08/2016,2456.5,bpay
1550,3339,29/08/2016,605,bpay
1551,3449,17/08/2016,3417.5,bpay
1552,3408,16/08/2016,2310,bpay
1553,3451,26/08/2016,7606.5,eft
1554,3422,19/08/2016,10,trust
1555,3330,30/08/2016,742.5,eft
1556,3458,18/08/2016,550,eft
1557,3324,17/08/2016,2500,eft
1558,2937,16/08/2016,2750,eft
1559,3440,16/08/2016,2420,eft
1560,2755,19/08/2016,500,eft
1561,3391,16/08/2016,1294,eft
1562,3193,16/08/2016,594,eft
1564,3350,16/08/2016,113.5,eft
1565,3398,23/08/2016,11434.5,eft
1566,3399,29/08/2016,2195.05,eft
1567,3433,29/08/2016,3300,eft
1568,3456,31/08/2016,7106.95,Credit card
1570,2853,31/08/2016,1567.5,cheque
1571,2641,31/08/2016,627,cheque
1572,3464,19/08/2016,1100,cheque
1573,3418,01/09/2016,906.4,bpay
1574,3486,01/09/2016,905.3,bpay
1575,3482,01/09/2016,3051,bpay
1576,3463,01/09/2016,4167.02,Credit card
1577,3159,18/05/2016,5270.28,Credit card
1578,3159,21/07/2016,5720.28,Credit card
1579,3159,18/08/2016,4820.29,Credit card
1580,3424,17/08/2016,2112,Credit card
1581,3466,31/08/2016,3300,trust
1582,3359,31/08/2016,29062,Trust
1584,3455,31/08/2016,396,trust
1585,3454,31/08/2016,957,trust
1586,3490,31/08/2016,19.89,eft
1587,3442,01/09/2016,3529,cheque
1588,3407,16/08/2016,2350,eft
1589,3421,17/08/2016,7568,trust
1590,2525,18/07/2016,1046,cheque
1591,3163,18/05/2016,1650,eft
1592,3240,04/06/2016,2805,eft
1593,3248,06/06/2016,3239.77,cheque
1594,3385,27/07/2016,8468.35,cheque
1595,3405,10/08/2016,855.02,credit card
1596,3450,02/09/2016,561,Credit card
1597,3336,02/09/2016,1210,eft
1598,3460,02/09/2016,1294,eft
1599,3431,02/09/2016,2948,eft
1600,3480,05/09/2016,1590.6,cheque
1601,3457,05/09/2016,660,eft
1602,3496,05/09/2016,2588,eft
1603,3394,05/09/2016,1089,eft
1604,3473,06/09/2016,1870,bpay
1605,3485,06/09/2016,4930.4,cheque
1606,3485,06/09/2016,4930.4,cheque
1607,3077,08/09/2016,495,eft
1608,2985,08/09/2016,742.5,eft
1609,2887,08/09/2016,1782,eft
1610,3461,08/09/2016,909,eft
1611,3498,08/09/2016,220,bpay
1612,3528,08/09/2016,909,bpay
1613,3522,08/09/2016,660,eft
1614,3477,07/09/2016,2200,bpay
1615,3274,07/09/2016,300,eft
1616,3425,05/08/2016,660,eft
1617,3488,09/09/2016,1650,eft
1618,3465,09/09/2016,1914,eft
1619,3236,09/09/2016,1453,eft
1620,3316,09/09/2016,3932.5,eft
1621,3471,09/09/2016,6380,eft
1622,3526,09/09/2016,3300,trust
1623,3494,09/09/2016,660,bpay
1624,3324,12/09/2016,1750,Credit card
1625,3489,12/09/2016,4869,bpay
1626,3503,12/09/2016,1210,eft
1627,3426,12/09/2016,165,eft
1628,3481,12/09/2016,2000,eft
1629,1932,13/09/2016,2000,bpay
1630,3500,14/07/2016,1420.5,bpay
1631,3338,12/09/2016,505.14,eft
1632,3520,13/09/2016,4645.3,eft
1633,3477,14/09/2016,1100,write off
1634,3428,14/09/2016,1385,eft
1635,3517,14/09/2016,1886.5,eft
1636,3507,15/09/2016,481.25,Credit card
1637,3115,15/09/2016,1453,eft
1638,3525,15/09/2016,1259.5,eft
1639,3491,15/09/2016,3822.5,eft
1640,3370,19/09/2016,655.9,cheque
1641,3512,19/09/2016,440,bpay
1642,3475,21/09/2016,5295.9,Cheque
1643,3414,20/09/2016,601.7,eft
1644,3493,21/09/2016,3642.5,bpay
1645,3551,21/09/2016,1320,bpay
1646,3545,21/09/2016,1452,trust
1647,3583,22/09/2016,1459,Credit card
1648,2790,22/09/2016,2310,Cheque
1649,2999,22/09/2016,750,Cheque
1650,3557,23/09/2016,495,bpay
1651,3531,23/09/2016,716.75,eft
1652,3530,23/09/2016,542,eft
1653,3324,26/09/2016,1750,Credit card
1654,3506,26/09/2016,3960,bpay
1655,3459,26/09/2016,1870,Credit card
1656,3538,26/09/2016,880,eft
1657,3514,26/09/2016,742.5,eft
1658,3562,26/09/2016,660,eft
1659,2838,26/09/2016,1534.5,bpay
1660,3502,26/09/2016,770,bpay
1661,3535,26/09/2016,990,bpay
1662,3585,26/09/2016,440,bpay
1663,3592,26/09/2016,346.5,bpay
1664,3573,26/09/2016,330,eft
1665,3556,26/09/2016,880,eft
1666,3501,26/09/2016,990,eft
1667,3544,27/09/2016,1102.23,Credit card
1668,3509,27/09/2016,1194.05,bpay
1669,3524,27/09/2016,799.15,bpay
1670,3570,27/09/2016,330,Bpay
1671,3550,27/09/2016,440,27/9/2016
1672,3537,27/09/2016,1540,eft
1673,3435,27/09/2016,1980,eft
1674,3427,29/09/2016,125.1,eft
1675,3602,29/09/2016,550,eft
1676,3529,29/09/2016,550,eft
1677,3534,29/09/2016,2079,eft
1678,3404,30/09/2016,1540,eft
1679,3546,03/10/2016,220,Credit card
1680,3469,30/09/2016,11627,bpay
1681,3497,30/09/2016,550,eft
1682,3568,02/10/2016,912.15,bpay
1683,3548,30/09/2016,433.1,eft
1685,3615,04/10/2016,854,eft
1686,3536,04/10/2016,909,eft
1687,3472,04/10/2016,185.6,eft
1689,3560,06/10/2016,1200.1,Credit card
1690,3543,05/10/2016,852.5,bpay
1691,3584,05/10/2016,1294,eft
1692,3582,05/10/2016,1459,eft
1693,3549,06/10/2016,1019,bpay
1694,3552,06/10/2016,550,Bpay
1695,3553,06/10/2016,550,bpay
1696,3609,07/10/2016,1100,bpay
1697,3481,07/10/2016,4000,eft
1698,3274,07/10/2016,300,eft
1699,3388,06/10/2016,13547.64,eft
1700,3527,06/10/2016,649,eft
1701,3436,02/09/2016,708.95,Credit card
1702,3572,14/10/2016,440,eft
1703,3555,29/09/2016,1756.15,Cheque
1704,3441,27/09/2016,1760,Credit card
1705,3406,12/09/2016,811.8,Cheque
1706,3487,23/09/2016,4184.97,Cheque
1707,3579,11/10/2016,8058.05,Cheque
1708,3540,11/10/2016,2099,Cheque
1709,3338,11/10/2016,99.86,eft
1710,3578,10/10/2016,4418,eft
1711,3569,11/10/2016,660,bpay
1712,3633,11/10/2016,660,bpay
1713,3540,12/10/2016,-2099,dishonoured cheque
1714,3515,11/10/2016,891,eft
1715,3635,14/10/2016,1980,eft
1716,3595,14/10/2016,3260.4,bpay
1717,3611,14/10/2016,6781.5,bpay
1718,3598,14/10/2016,363,eft
1719,3511,03/10/2016,440,eft
1720,3607,14/10/2016,1650,eft
1721,3601,14/10/2016,3465,trust
1722,3448,17/10/2016,5387,bpay
1723,3587,17/10/2016,1320,bpay
1724,3603,17/10/2016,909,bpay
1725,3604,17/10/2016,550,bpay
1726,3605,17/10/2016,550,bpay
1727,3661,17/10/2016,1000,cash
1728,3626,17/10/2016,687.5,bpay
1729,3631,17/10/2016,1270.5,Credit card
1730,3521,18/10/2016,2889,Credit card
1731,3637,18/10/2016,3688,bpay
1732,3653,18/10/2016,550,bpay
1733,3594,18/10/2016,1584,eft
1734,3561,18/10/2016,346.5,eft
1735,3657,19/10/2016,2210,Cheque
1736,3620,19/10/2016,1452,eft
1737,3645,19/10/2016,5200,eft
1738,3466,19/10/2016,1500,trust
1739,3542,20/10/2016,6820,Credit card
1740,3566,20/10/2016,2454.5,bpay
1741,3643,20/10/2016,5500,eft
1742,2755,20/10/2016,350,eft
1743,3638,20/10/2016,1760,eft
1744,3646,21/10/2016,1304.17,Credit card
1745,3634,21/10/2016,1704,Credit card
1746,3621,21/10/2016,495,eft
1747,3664,21/10/2016,980,cash
1748,3662,21/10/2016,385,eft
1750,3453,21/10/2016,9657,eft
1751,3642,21/10/2016,22000,eft
1752,3599,24/10/2016,1210,eft
1753,3581,24/10/2016,5296.5,eft
1754,3608,24/10/2016,1100,eft
1755,3586,25/10/2016,3520,Credit card
1756,3567,25/10/2016,1430,Credit card
1757,3565,25/10/2016,6939.9,Cheque
1758,3559,25/10/2016,4873,Cheque
1759,3689,02/11/2016,2000,Trust Account
1760,3669,26/10/2016,330,Credit card
1761,3619,27/10/2016,2530,Credit card
1762,3656,26/10/2016,841.5,Cheque
1763,3588,24/10/2016,440,bpay
1764,3613,25/10/2016,1589.5,bpay
1765,3632,26/10/2016,5148,bpay
1766,3495,26/10/2016,1078.1,eft
1767,3665,25/10/2016,330,eft
1768,3649,26/10/2016,6565.54,eft
1769,3674,27/10/2016,1650,bpay
1770,3084,02/09/2016,1375,Credit card
1771,3516,18/08/2016,609.26,eft
1773,3663,31/10/2016,1604,Credit card
1774,3434,28/10/2016,3327,eft
1775,3589,28/10/2016,660,bpay
1776,3673,28/10/2016,660,bpay
1777,3056,28/10/2016,903,Credit card
1778,3129,28/10/2016,1806,Credit card
1779,3595,28/10/2016,3260.4,eft
1780,3624,28/10/2016,165,eft
1781,3094,31/10/2016,544.5,Credit card
1782,3671,30/10/2016,550,bpay
1783,3563,01/11/2016,1870,Credit card
1784,3708,02/11/2016,330,Credit card
1785,3590,02/11/2016,2970,cheque
1786,3622,02/11/2016,1320,cheque
1787,3554,01/11/2016,2750,bpay
1788,3652,31/10/2016,453.2,eft
1789,3412,31/10/2016,1453,eft
1790,3723,02/11/2016,2178,bpay
1791,3539,02/11/2016,660,eft
1792,3591,03/11/2016,660,eft
1793,3647,03/11/2016,1404,eft
1794,3516,04/11/2016,2322.24,eft
1796,3686,04/11/2016,1386,eft
1797,3705,04/11/2016,889,eft
1798,3614,07/11/2016,4559.5,Cheque
1800,3306,06/11/2016,1227.5,bpay
1801,3600,07/11/2016,5199.1,Credit card
1803,3324,13/10/2016,1750,Credit card
1804,3324,07/11/2016,1750,Credit card
1805,3324,,,
1806,3625,07/11/2016,1540,eft
1807,3597,07/11/2016,4103,eft
1808,3737,07/11/2016,3850,eft
1809,3444,07/11/2016,2936.52,trust
1811,3680,08/11/2016,605,bpay
1812,3698,08/11/2016,1100,bpay
1813,3719,09/11/2016,597.3,Credit card
1814,3630,09/11/2016,2511.25,Cheque
1815,3630,09/11/2016,2511.25,Cheque
1816,3740,08/11/2016,220,eft
1817,3726,09/11/2016,3318.48,Cheque
1818,3696,08/11/2016,1001,bpay
1819,3706,09/11/2016,2035,bpay
1820,3721,09/11/2016,1975,bpay
1821,3681,10/11/2016,1919.5,Credit card
1822,3730,09/11/2016,440,eft
1823,3709,09/11/2016,495,eft
1824,3695,09/11/2016,770,EFT
1825,3694,09/11/2016,1549,eft
1826,3713,14/11/2016,3095.4,cheque
1827,3280,14/11/2016,935,Cheque
1828,3734,11/11/2016,842.6,Cheque
1829,3759,11/11/2016,7759.2,trust
1830,3760,11/11/2016,550,Trust
1831,3479,11/11/2016,6313.3,Trust
1832,3510,11/11/2016,1448,bpay
1833,3467,14/11/2016,9469.8,bpay
1835,3729,14/11/2016,1227.05,bpay
1836,3741,07/12/2016,12769.9,bpay
1837,3733,14/11/2016,10996.7,bpay
1839,3377,14/11/2016,4273.5,eft
1840,3668,15/11/2016,544.5,eft
1841,3438,15/11/2016,3309,bpay
1842,3697,15/11/2016,1980,eft
1843,3677,15/11/2016,185.6,eft
1844,3683,16/11/2016,746,Cheque
1845,3703,15/11/2016,1430,bpay
1846,3704,16/11/2016,440,bpay
1847,3764,16/11/2016,1760,bpay
1848,3762,17/11/2016,814,Credit card
1849,3627,16/11/2016,21468.2,eft
1850,3699,16/11/2016,550,eft
1851,3678,16/11/2016,550,eft
1852,3660,16/11/2016,440,eft
1853,3540,07/11/2016,2099,Cheque
1854,3751,17/11/2016,1303,bpay
1855,3466,17/11/2016,330,trust
1856,3747,17/11/2016,570,eft
1857,3725,18/11/2016,2594.6,eft
1858,3682,21/11/2016,1000,eft
1859,3684,21/11/2016,3410,bpay
1860,3744,21/11/2016,550,bpay
1861,3745,21/11/2016,2200,Cheque
1862,3714,22/11/2016,3212,bpay
1863,3636,21/11/2016,2722.5,bpay
1864,3716,22/11/2016,8024.5,bpay
1865,3715,23/11/2016,3010.7,eft
1866,3481,24/11/2016,125.35,discount/write off
1868,3685,24/11/2016,1292.5,eft
1869,3483,24/11/2016,3330,bpay
1870,3483,24/11/2016,-3.9,overpayment
1871,3769,25/11/2016,1982,Trust
1872,3688,28/11/2016,9014.5,Credit card
1873,3746,25/11/2016,6242.5,trust
1874,3718,25/11/2016,1705,bpay
1875,3753,28/11/2016,1155,bpay
1876,3754,28/11/2016,1193.5,bpay
1877,3766,28/11/2016,13200,bpay
1878,3702,28/11/2016,5778,eft
1879,3639,28/11/2016,2750,eft
1880,3710,28/11/2016,2979,eft
1881,3799,29/11/2016,330,Credit card
1882,3783,29/11/2016,1375,eft
1883,3722,29/11/2016,1870,eft
1884,3777,29/11/2016,3573.9,eft
1885,3776,29/11/2016,12109,bpay
1886,3761,29/11/2016,1287,bpay
1887,3779,29/11/2016,944.6,bpay
1888,3774,30/11/2016,5526.95,cheque
1889,3692,30/11/2016,1980,bpay
1890,3778,30/11/2016,185.6,eft
1891,3593,21/10/2016,660,Credit card
1892,3655,02/12/2016,6508,Credit card
1893,3644,01/12/2016,11000,eft
1894,3577,01/12/2016,7700,eft
1895,3711,01/12/2016,5643.55,Credit card
1897,2286,02/12/2016,2200,write off bad debt
1898,2517,02/12/2016,770,write off bad debt
1899,2740,02/12/2016,561,write off bad debt
1900,3654,28/11/2016,220,Credit card
1901,3640,28/11/2016,880,Credit card
1902,3492,23/09/2016,3184.5,cheque
1903,3628,31/10/2016,5852,cheque
1905,3666,31/10/2016,6172.65,Credit card
1906,3772,30/11/2016,1843.9,Credit card
1907,3755,02/12/2016,1551,bpay
1908,3771,05/12/2016,528,eft
1909,3742,05/12/2016,1683,eft
1910,3736,05/12/2016,1514,bpay
1911,3780,05/12/2016,3018,bpay
1912,3790,05/12/2016,605,boay
1913,3575,28/10/2016,467.5,eft
1914,3576,28/10/2016,467.5,eft
1915,3478,19/10/2016,2541,cheque
1916,3429,14/09/2016,440,Cheque
1917,3793,06/12/2016,440,bpay
1918,3804,06/12/2016,2530,eft
1919,3805,06/12/2016,2575,eft
1920,3803,06/12/2016,2585,eft
1921,3806,06/12/2016,2585,eft
1922,3580,06/12/2016,3850,eft
1923,3826,07/12/2016,5940,eft
1924,3707,07/08/2016,2310,bpay
1925,3834,07/12/2016,770,bpay
1926,3802,08/12/2016,1320,Cheque
1927,3794,08/12/2016,4070,Cheque
1928,3807,08/12/2016,1870,Credit card
1929,2995,09/12/2016,7205.61,cheque
1930,3773,09/12/2016,629,cheque
1931,3513,09/12/2016,1930.5,eft
1932,3796,09/12/2016,2148,eft
1933,3743,09/12/2016,2200,eft
1934,3541,09/12/2016,2368,eft
1935,3815,08/12/2016,4070,bpay
1936,3738,12/12/2016,550,bpay
1937,3832,12/12/2016,3916,bpay
1938,3785,12/12/2016,2354,trust
1939,3851,12/12/2016,1402.5,eft
1940,3679,12/12/2016,559,eft
1941,3825,12/12/2016,982,cheque
1942,3850,13/12/2016,1980,eft
1943,3833,13/12/2016,1320,eft
1944,3788,14/12/2016,1067,bpay
1945,3629,15/12/2016,990,eft
1946,3856,15/12/2016,1210,eft
1947,3838,15/12/2016,1569,eft
1948,3781,15/12/2016,7969.5,eft
1949,3596,16/12/2016,841.5,Cheque
1950,3868,19/12/2016,550,eft
1951,3858,19/12/2016,2077,eft
1952,3812,20/12/2016,9890.5,bpay
1953,3882,20/12/2016,440,bpay
1954,3731,20/12/2016,330,eft
1955,3877,20/12/2016,880,eft
1956,3837,20/12/2016,1496,Credit card
1957,3823,20/12/2016,660,Credit card
1958,2955,21/12/2016,2524.5,bpay
1959,3828,21/12/2016,1760,eft
1960,3763,22/12/2016,6884,Cheque
1961,3728,09/01/2017,505,cheque
1962,3800,09/01/2017,3355,cheque
1963,3892,09/01/2017,3432,cheque
1964,3739,09/01/2017,8360,cheque
1965,3864,09/01/2017,440,cheque
1966,3795,22/12/2016,348,eft
1967,3758,22/12/2016,1650,eft
1968,3855,22/12/2016,3080,bpay
1969,3780,09/01/2017,3018,bpay
1970,3875,04/01/2017,3300,bpay
1971,3883,03/01/2017,1881,bpay
1972,3868,30/12/2016,550,bpay
1973,3821,28/12/2016,660,bpay
1974,3830,28/12/2016,5916,bpay
1975,3724,23/12/2016,830.5,bpay
1976,3801,23/12/2016,550,eft
1977,3842,23/12/2016,2750,eft
1978,3808,28/12/2016,560.56,eft
1979,3888,03/01/2017,5214,eft
1980,3903,04/01/2017,1294,eft
1981,3869,06/01/2017,1650,eft
1982,3867,09/01/2017,1294,eft
1983,3084,10/01/2017,1375,Credit card
1984,3711,10/01/2017,5643.55,Credit card
1985,3870,10/01/2017,1294,Credit card
1986,3873,10/01/2017,440,Credit card
1987,3831,10/01/2017,1828.2,eft
1988,3853,10/01/2017,2354,bpay
1989,3606,11/01/2017,346.5,eft
1990,3843,11/01/2017,880,trust
1991,3917,11/01/2017,937,trust
1992,3879,11/01/2017,1837,eft
1993,3798,11/01/2017,25079,eft
1994,3818,06/12/2016,104.5,eft
1995,3824,06/12/2016,220,eft
1996,3840,21/12/2016,2376,Credit card
1997,3841,19/12/2016,2919.18,Credit card
1998,3791,15/12/2016,4268,Cheque
1999,3822,14/12/2016,1980,Cheque
2000,3901,12/01/2016,440,BPay
2001,3918,13/01/2017,854,Credit card
2002,3857,13/01/2016,918,Credit card
2003,3871,16/01/2017,1500,Credit card
2004,3871,16/01/2017,40,discount
2005,3848,13/01/2017,854,eft
2006,3909,13/01/2017,2728,BPAY
2007,3880,16/01/2017,1430,bpay
2008,3508,17/01/2016,1870,Credit card
2009,3878,17/01/2016,2959,bpay
2010,3844,17/01/2016,1232,eft
2011,3895,18/01/2017,17479.5,Trust Account
2012,3946,18/01/2017,5535,Trust Account
2013,3816,18/01/2017,5007.64,eft
2014,3929,18/01/2017,6039,eft
2015,3912,18/01/2017,660,eft
2016,3735,18/01/2017,550,eft
2017,3302,19/01/2017,352,Cheque
2018,3158,19/01/2017,825,Cheque
2019,3452,19/01/2017,154,Cheque
2020,2755,31/12/2016,2794,write off
2021,3886,19/01/2017,1497.1,Trust Account
2022,3940,20/01/2017,5720,Credit card
2023,3924,20/01/2017,374,Credit card
2024,3676,06/12/2016,104.5,eft
2025,3720,20/01/2017,1738,write off per AA
2026,3874,23/01/2017,999,bpay
2027,3693,23/01/2017,1798.5,eft
2028,3820,24/01/2017,660,eft
2029,3887,24/01/2017,7986,eft
2030,3682,24/01/2017,900,eft
2031,3898,30/01/2017,1320,Credit card
2032,3890,30/01/2017,990,Cheque
2033,3859,30/01/2017,3300,Cheque
2034,3904,30/01/2017,3432,Cheque
2035,3905,30/01/2017,1323.4,Cheque
2036,3905,25/01/2017,1323.4,eft
2037,3904,25/01/2017,3432,eft
2039,3757,27/01/2017,924,Trust Account
2040,3925,27/01/2017,3300,BPAY
2041,3943,27/01/2017,6618,bpay
2042,3913,30/01/2017,5335,Credit card
2043,3965,30/01/2017,940.5,Credit card
2044,3954,30/01/2017,770,bpay
2045,3910,30/01/2017,4744.53,Cheque
2046,3876,30/01/2017,330,eft
2047,3950,31/01/2017,4150.35,BPAY
2048,3962,31/01/2017,880,BPAY
2049,3947,31/01/2017,693,eft
2050,3384,01/02/2017,2759,Credit card
2051,3931,01/02/2017,2436.5,cheque
2052,3974,01/02/2017,797.5,cheque
2053,3891,01/02/2017,2035,bpay
2054,3849,02/02/2017,770,eft
2055,3958,02/02/2017,7255.05,eft
2056,3881,03/02/2017,2310,eft
2057,3810,03/02/2017,7700,eft
2058,3934,03/02/2017,723,Trust Account
2059,3922,06/02/2017,1294,Credit card
2060,3955,06/02/2017,440,eft
2061,3948,06/02/2017,1320,eft
2062,3949,06/02/2017,880,eft
2063,3978,06/02/2017,204.8,eft
2064,3902,06/02/2017,2548,eft
2065,3765,07/02/2017,5924.6,Cheque
2066,3765,07/02/2017,5924.6,Cheque
2067,3945,07/02/2017,440,eft
2068,3986,09/02/2017,8140,eft
2069,3623,09/02/2017,1540,Credit card
2070,3860,09/02/2017,2541,eft
2071,3265,10/02/2017,957,Cheque
2072,3961,10/02/2017,679.5,eft
2073,3274,10/02/2017,720,eft
2074,3973,10/02/2017,1294,eft
2075,3930,10/02/2017,3300,eft
2076,3934,10/02/2017,3729.53,Credit card
2077,3782,14/02/2017,770,eft
2078,3430,15/02/2017,999,eft
2079,3817,15/02/2017,1980,eft
2080,3596,15/02/2016,1060.31,bpay
2081,3792,15/02/2017,440,bpay
2082,3936,15/02/2016,16969,bpay
2083,3976,16/02/2017,1320,Cheque
2084,3866,16/02/2017,484,eft
2085,3982,17/02/2017,550,Credit card
2086,3967,17/02/2017,1650,Bpay
2087,3926,17/02/2017,3751,eft
2088,3865,17/02/2017,5000,eft
2089,3682,21/02/2017,250,bpay
2090,3935,21/02/2017,1485,bpay
2091,3994,22/02/2017,2051.23,Credit card
2092,3596,21/02/2017,2654.48,Cheque
2093,3906,17/02/2017,1375,Credit card
2094,3899,22/02/2017,880,Credit card
2095,3910,01/02/2017,-4744.53,dishonoured cheque
2096,3927,22/02/2017,968,EFT
2097,3911,23/02/2017,6600,Cheque
2098,3938,23/02/2017,1980,Cheque
2099,4021,23/02/2012,528,eft
2100,3682,24/02/2017,300,bpay
2101,3964,23/02/2017,1342,bpay
2102,3951,24/02/2017,13584.97,Credit card
2103,3596,24/02/2017,1060.31,Credit card
2104,3675,30/01/2017,330,EFT
2105,3985,24/02/2017,1650,eft
2106,3999,24/02/2017,5553,eft
2107,3690,24/02/2017,4922.5,eft
2108,3747,28/02/2017,250,bpay
2109,3997,28/02/2017,1408,Trust Account
2110,3983,02/03/2017,594,Cheque
2111,3977,03/03/2017,962.5,bpay
2112,4024,03/03/2017,660,eft
2113,4018,03/03/2017,440,eft
2114,3970,07/11/2016,528,eft
2115,3682,07/03/2017,300,bpay
2116,4000,07/03/2017,330,Credit card
2117,4045,07/03/2017,330,bpay
2118,4014,08/03/2017,1219,bpay
2120,4020,08/03/2017,1980,eft
2121,4044,10/03/2017,1540,eft
2122,4043,09/03/2017,880,eft
2123,4043,07/03/2017,880,Trust Account
2124,3827,09/03/2017,3927,eft
2125,3919,10/03/2017,220,eft
2126,3846,10/03/2017,1459,eft
2127,4017,13/03/2017,990,eft
2128,3998,13/03/2017,924,eft
2129,4038,13/03/2017,660,eft
2130,3995,10/03/2017,1430,bpay
2131,4015,10/03/2017,1055.5,bpay
2132,4068,11/03/2017,6947.25,bpay
2133,3987,14/03/2017,330,Credit card
2134,4029,14/03/2017,1342,Credit card
2135,4002,15/03/2017,2024,Cheque
2136,4003,15/03/2017,4585.5,Cheque
2137,3306,14/03/2017,1000,bpay
2138,4032,14/03/2017,660,bpay
2139,4049,14/03/2017,1694,bpay
2140,4066,14/03/2017,10559,bpay
2141,4062,14/03/2017,771,eft
2142,4073,14/03/2017,3309,eft
2143,4055,15/03/2017,1787.5,Cheque
2144,4064,15/03/2017,660,eft
2145,4031,15/03/2017,935,eft
2146,3952,15/03/2017,1210,eft
2147,4027,15/03/2017,3300,bpay
2148,4053,15/03/2017,1705.6,bpay
2149,4069,15/03/2017,220,bpay
2150,4070,15/03/2017,220,bpay
2151,4077,15/03/2017,660,bpay
2152,4058,16/03/2017,11135,Trust Account
2153,4058,16/03/2017,921,write off
2154,4048,16/03/2017,1980,eft
2155,4046,16/03/2017,3740,eft
2156,4023,16/03/2017,1870,bpay
2157,4085,16/03/2017,566.5,bpay
2158,3396,17/03/2017,5395.5,Write off 
2159,4041,17/03/2017,880,eft
2160,3923,17/03/2017,1760,eft
2161,4003,17/03/2017,4585.5,eft
2162,4002,17/03/2017,2024,eft
2163,4047,17/03/2017,990,bpay
2164,3996,17/03/2017,1870,bpay
2165,4065,17/03/2017,1430,bpay
2166,3852,20/03/2017,1320,Cheque
2167,3383,20/03/2017,825,Cheque
2168,3214,20/03/2017,528,Cheque
2169,4099,21/03/2017,440,BPAY
2170,4079,21/03/2017,1200,eft
2171,3921,21/03/2017,2640,eft
2172,3280,17/03/2017,275,write off per AA
2173,3939,23/03/2017,6600,Cheque
2174,4012,23/03/2017,1650,eft
2175,4043,24/03/2017,-880,refund
2176,4006,27/03/2017,1578,eft
2177,4067,27/03/2017,1734,Trust Account
2178,4102,27/03/2017,500,eft
2179,4113,27/03/2017,880,eft
2180,4075,28/03/2017,5236,Credit card
2181,3650,28/03/2017,440,eft
2182,4080,28/03/2017,550,eft
2183,4097,28/03/2017,1320,bpay
2184,3746,,,Trust Account
2185,4142,10/04/2017,3300,Trust Account
2186,4050,29/03/2017,1650,eft
2187,4117,29/03/2017,2018,eft
2188,3907,30/03/2017,4000,eft
2189,4124,29/03/2017,3028,eft
2190,4123,30/03/2017,1584,Cheque
2191,3933,30/03/2017,1980,bpay
2192,4130,30/03/2017,440,bpay
2193,4028,30/03/2017,660,Credit card
2194,4036,14/03/2017,1870,Credit card
